Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"T. Rapp","Diet composition and feeding patterns of adult shovelnose sturgeon (Scaphirhynchus platorynchus) in the lower Platte River, Nebraska, USA",2011,"Journal of Applied Ichthyology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953118526&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79953118526&origin=inward",105,"2026-01-04 11:54:28","Article","10.1111/j.1439-0426.2011.01743.x","0175-8659","https://api.elsevier.com/content/abstract/scopus_id/79953118526",27,2,351,355,13,0.87,13,1,15,"","",""
4,"S. Judson","Diversity, phenology, and elevational distribution of ephemeroptera, plecoptera, and trichoptera in American Fork Canyon, Utah",2011,"Western North American Naturalist","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951751793&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951751793&origin=inward",167,"2026-01-04 11:54:28","Article","10.3398/064.070.0413","1527-0904","https://api.elsevier.com/content/abstract/scopus_id/79951751793",70,4,526,540,4,0.27,4,1,15,"","",""
29,"C.J. Geraci","DNA barcoding facilitates description of unknown faunas: A case study on Trichoptera in the headwaters of the Tigris River, Iraq",2011,"Journal of the North American Benthological Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952264429&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952264429&origin=inward",49,"2026-01-04 11:54:28","Article","10.1899/10-011.1","0887-3593","https://api.elsevier.com/content/abstract/scopus_id/79952264429",30,1,163,173,29,1.93,29,1,15,"","",""
30,"J. Barquín","Downstream changes in spring-fed stream invertebrate communities: The effect of increased temperature range?",2011,"Journal of Limnology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951627352&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951627352&origin=inward",47,"2026-01-04 11:54:28","Article","10.3274/JL11-70-S1-10","1129-5767","https://api.elsevier.com/content/abstract/scopus_id/79951627352",70,,134,146,30,2.00,30,1,15,"","",""
55,"K.E. Smokorowski","Ecosystem level assessment of environmentally based flow restrictions for maintaining ecosystem integrity: A comparison of a modified peaking versus unaltered river",2011,"Ecohydrology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81855185460&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=81855185460&origin=inward",22,"2026-01-04 11:54:28","Article","10.1002/eco.167","1936-0584","https://api.elsevier.com/content/abstract/scopus_id/81855185460",4,6,791,806,55,3.67,55,1,15,"","",""
27,"Y. Iwasaki","Effect of zinc on diversity of riverine benthic macroinvertebrates: Estimation of safe concentrations from field data",2011,"Environmental Toxicology and Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052621346&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052621346&origin=inward",53,"2026-01-04 11:54:28","Article","10.1002/etc.612","0730-7268","https://api.elsevier.com/content/abstract/scopus_id/80052621346",30,10,2237,2243,27,1.80,27,1,15,"","",""
13,"D. Maroneze","Effects of flow reduction and spillways on the composition and structure of benthic macroinvertebrate communities in a Brazilian river reach",2011,"Brazilian Journal of Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960558973&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960558973&origin=inward",108,"2026-01-04 11:54:28","Article","10.1590/S1519-69842011000400008","1519-6984","https://api.elsevier.com/content/abstract/scopus_id/79960558973",71,3,639,651,13,0.87,13,1,15,"","",""
12,"J. Lawrence","Effects of vineyard coverage and extent on benthic macroinvertebrates in streams of Northern California",2011,"Annales De Limnologie","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856601053&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84856601053&origin=inward",111,"2026-01-04 11:54:28","Article","10.1051/limn/2011043","0003-4088","https://api.elsevier.com/content/abstract/scopus_id/84856601053",47,4,347,354,12,0.80,12,1,15,"","",""
12,"A. Hafs","Efficiency of gastric lavage on age-0 brook trout and the influence on growth and survival",2011,"North American Journal of Fisheries Management","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960270442&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960270442&origin=inward",110,"2026-01-04 11:54:28","Article","10.1080/02755947.2011.593955","0275-5947","https://api.elsevier.com/content/abstract/scopus_id/79960270442",31,3,530,534,12,0.80,12,1,15,"","",""
98,"C. Hassall","Environmental correlates of plant and invertebrate species richness in ponds",2011,"Biodiversity and Conservation","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81255157619&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=81255157619&origin=inward",9,"2026-01-04 11:54:28","Article","10.1007/s10531-011-0142-9","0960-3115","https://api.elsevier.com/content/abstract/scopus_id/81255157619",20,13,3189,3222,98,6.53,98,1,15,"","",""
15,"P. Reich","Environmental cues or conspecific attraction as causes for egg mass aggregation in hydrobiosid caddisflies",2011,"Hydrobiologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959783973&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959783973&origin=inward",92,"2026-01-04 11:54:28","Article","10.1007/s10750-010-0543-x","0018-8158","https://api.elsevier.com/content/abstract/scopus_id/79959783973",661,1,351,362,15,1.00,15,1,15,"","",""
14,"S. Niu","Environmental flow allocations in monsoonal Hong Kong",2011,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79954827804&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79954827804&origin=inward",102,"2026-01-04 11:54:28","Article","10.1111/j.1365-2427.2010.02558.x","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/79954827804",56,6,1209,1230,14,0.93,14,1,15,"","",""
26,"B. Maiolini","Ephemeroptera, Plecoptera and Trichoptera in springs in Trentino (south-eastern Alps)",2011,"Journal of Limnology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951651476&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951651476&origin=inward",57,"2026-01-04 11:54:28","Article","10.4081/jlimnol.2011.s1.122","1129-5767","https://api.elsevier.com/content/abstract/scopus_id/79951651476",70,,122,133,26,1.73,26,1,15,"","",""
5,"R. Hatami","Evaluating the aquaculture effluent impact on macroinvertebrate community and water quality using BMWP index",2011,"Journal of Environmental Studies","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857350500&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857350500&origin=inward",159,"2026-01-04 11:54:28","Article","","1025-8620","https://api.elsevier.com/content/abstract/scopus_id/84857350500",37,59,43,54,5,0.33,5,1,15,"","",""
21,"I.F. Barbola","Evaluation of the aquatic macroinvertebrate community as a tool for monitoring a reservoir in the pitangui river basin, Paraná, Brazil",2011,"Iheringia Serie Zoologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052202814&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052202814&origin=inward",72,"2026-01-04 11:54:28","Article","10.1590/s0073-47212011000100002","0073-4721","https://api.elsevier.com/content/abstract/scopus_id/80052202814",101,1,15,23,21,1.40,21,1,15,"","",""
22,"E. Gazendam","Evaluation of the qualitative habitat evaluation Index as a planning and design tool for restoration of rural Ontario waterways",2011,"Canadian Water Resources Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958737942&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79958737942&origin=inward",68,"2026-01-04 11:54:28","Article","10.4296/cwrj3602827","0701-1784","https://api.elsevier.com/content/abstract/scopus_id/79958737942",36,2,149,158,22,1.47,22,1,15,"","",""
26,"T. Iwafune","Evaluation of the risk of mixtures of paddy insecticides and their transformation products to aquatic organisms in the Sakura River, Japan",2011,"Environmental Toxicology and Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960077325&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960077325&origin=inward",55,"2026-01-04 11:54:28","Article","10.1002/etc.569","0730-7268","https://api.elsevier.com/content/abstract/scopus_id/79960077325",30,8,1834,1842,26,1.73,26,1,15,"","",""
9,"L. Boyero","Expression of a behaviourally mediated morphology in response to different predators",2011,"Ecological Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81255171587&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=81255171587&origin=inward",127,"2026-01-04 11:54:28","Article","10.1007/s11284-011-0856-x","0912-3814","https://api.elsevier.com/content/abstract/scopus_id/81255171587",26,6,1065,1070,9,0.60,9,1,15,"","",""
27,"J.P. Benstead","Extreme seasonality of litter breakdown in an arctic spring-fed stream is driven by shredder phenology, not temperature",2011,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052965378&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052965378&origin=inward",54,"2026-01-04 11:54:28","Article","10.1111/j.1365-2427.2011.02635.x","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/80052965378",56,10,2034,2044,27,1.80,27,1,15,"","",""
7,"J. Fieszl","Feeding ecology of sterlet Acipenser ruthenus L. in the Hungarian section of the Danube River",2011,"Archives of Polish Fisheries","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81255186944&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=81255186944&origin=inward",138,"2026-01-04 11:54:28","Article","10.2478/v10086-011-0012-9","1230-6428","https://api.elsevier.com/content/abstract/scopus_id/81255186944",19,2,105,111,7,0.47,7,1,15,"","",""
3,"Z.A.B. Ozvarol","Feeding ecology of various length-classes of brown trout (salmo trutta) in different streams of coruh river, turkey",2011,"Kafkas Universitesi Veteriner Fakultesi Dergisi","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955786584&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955786584&origin=inward",178,"2026-01-04 11:54:28","Article","","1300-6045","https://api.elsevier.com/content/abstract/scopus_id/79955786584",17,3,377,382,3,0.20,3,1,15,"","",""
22,"A. Watson","Feeding-preference trials confirm unexpected stable isotope analysis results: Freshwater macroinvertebrates do consume macrophytes",2011,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80054104636&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054104636&origin=inward",70,"2026-01-04 11:54:28","Article","10.1071/MF10298","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/80054104636",62,10,1248,1257,22,1.47,22,1,15,"","",""
23,"V. Salavert","Female-biased size dimorphism in a diapausing caddisfly, Mesophylax aspersus: Effect of fecundity and natural and sexual selection",2011,"Ecological Entomology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955669780&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955669780&origin=inward",66,"2026-01-04 11:54:28","Article","10.1111/j.1365-2311.2011.01279.x","0307-6946","https://api.elsevier.com/content/abstract/scopus_id/79955669780",36,3,389,395,23,1.53,23,1,15,"","",""
9,"M. Pandher","First report of the genus kisaura ross (trichoptera, philopotamidae) from india with the description of six new species",2011,"Zookeys","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856505626&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84856505626&origin=inward",125,"2026-01-04 11:54:28","Article","10.3897/zookeys.152.1125","1313-2989","https://api.elsevier.com/content/abstract/scopus_id/84856505626",152,,71,86,9,0.60,9,1,15,"","",""
6,"M.S. Saini","Four new species of the genus Lepidostoma Rambur (Trichoptera: Lepidostoma-tidae) from the Indian Himalayas, with a checklist to its Indian species",2011,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80054909149&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054909149&origin=inward",146,"2026-01-04 11:54:28","Article","10.11646/zootaxa3062.1.3","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/80054909149",,3062,25,36,6,0.40,6,1,15,"","",""
4,"A.P.M. Santos","Four new species of the microcaddisfly genus Alisotrichia Flint (Trichoptera: Hydroptilidae) from southeastern Brazil",2011,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=82455186735&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=82455186735&origin=inward",164,"2026-01-04 11:54:28","Article","10.11646/zootaxa.3112.1.4","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/82455186735",,3112,59,68,4,0.27,4,1,15,"","",""
31,"C.H.M. Engelhardt","From the Western Alps across Central Europe: Postglacial recolonisation of the tufa stream specialist Rhyacophila pubescens (Insecta, Trichoptera)",2011,"Frontiers in Zoology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955844893&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955844893&origin=inward",45,"2026-01-04 11:54:28","Article","10.1186/1742-9994-8-10","1742-9994","https://api.elsevier.com/content/abstract/scopus_id/79955844893",8,,,,31,2.07,31,1,15,"","",""
10,"J. Okano","Geological variation in particle surface-roughness preference in the case-bearing caddisflies",2011,"Behavioral Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052254593&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052254593&origin=inward",120,"2026-01-04 11:54:28","Article","10.1093/beheco/arr089","1045-2249","https://api.elsevier.com/content/abstract/scopus_id/80052254593",22,5,1053,1063,10,0.67,10,1,15,"","",""
5,"H.M.M. El-Khayat","Habitat characteristics for different freshwater snail species as determined biologically through macroinvertebrate information.",2011,"Journal of the Egyptian Society of Parasitology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859983658&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859983658&origin=inward",152,"2026-01-04 11:54:28","Article","","0253-5890","https://api.elsevier.com/content/abstract/scopus_id/84859983658",41,3,651,664,5,0.33,5,1,15,"","",""
14,"S. Cadbury","Hydroecology of a New Zealand glacier-fed river: Linking longitudinal zonation of physical habitat and macroinvertebrate communities",2011,"Ecohydrology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960542560&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960542560&origin=inward",100,"2026-01-04 11:54:28","Article","10.1002/eco.185","1936-0584","https://api.elsevier.com/content/abstract/scopus_id/79960542560",4,4,520,531,14,0.93,14,1,15,"","",""
74,"A. Sundermann","Hydromorphological restoration of running waters: Effects on benthic invertebrate assemblages",2011,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959985277&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959985277&origin=inward",14,"2026-01-04 11:54:28","Article","10.1111/j.1365-2427.2011.02599.x","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/79959985277",56,8,1689,1702,74,4.93,74,1,15,"","",""
13,"T. Virbickas","Impact of agricultural land use on macroinvertebrate fauna in Lithuania",2011,"Polish Journal of Environmental Studies","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80054032291&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054032291&origin=inward",106,"2026-01-04 11:54:28","Article","","1230-1485","https://api.elsevier.com/content/abstract/scopus_id/80054032291",20,5,1327,1334,13,0.87,13,1,15,"","",""
8,"J.G. Nachtrieb","Impact of invertebrates on three aquatic macrophytes: American pondweed, Illinois pondweed, and Mexican water lily",2011,"Journal of Aquatic Plant Management","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79956013262&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79956013262&origin=inward",132,"2026-01-04 11:54:28","Article","","0146-6623","https://api.elsevier.com/content/abstract/scopus_id/79956013262",49,1,32,36,8,0.53,8,1,15,"","",""
24,"L. Albertson","Impacts of channel reconstruction on invertebrate assemblages in a restored river",2011,"Restoration Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052599313&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052599313&origin=inward",63,"2026-01-04 11:54:28","Article","10.1111/j.1526-100X.2010.00672.x","1061-2971","https://api.elsevier.com/content/abstract/scopus_id/80052599313",19,5,627,638,24,1.60,24,1,15,"","",""
51,"E.M. Pilgrim","Incorporation of DNA barcoding into a large-scale biomonitoring program: Opportunities and pitfalls",2011,"Journal of the North American Benthological Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952257076&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952257076&origin=inward",24,"2026-01-04 11:54:28","Article","10.1899/10-012.1","0887-3593","https://api.elsevier.com/content/abstract/scopus_id/79952257076",30,1,217,231,51,3.40,51,1,15,"","",""
51,"J.M. Davis","Increasing donor ecosystem productivity decreases terrestrial consumer reliance on a stream resource subsidy",2011,"Oecologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80054034525&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054034525&origin=inward",25,"2026-01-04 11:54:28","Article","10.1007/s00442-011-2026-9","0029-8549","https://api.elsevier.com/content/abstract/scopus_id/80054034525",167,3,821,834,51,3.40,51,1,15,"","",""
23,"M.B. Joseph","Indirect effects of introduced trout on Cascades frogs (Rana cascadae) via shared aquatic prey",2011,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953298951&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79953298951&origin=inward",65,"2026-01-04 11:54:28","Article","10.1111/j.1365-2427.2010.02529.x","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/79953298951",56,5,828,838,23,1.53,23,1,15,"","",""
104,"S.A. Al-Shami","Influence of agricultural, industrial, and anthropogenic stresses on the distribution and diversity of macroinvertebrates in Juru River Basin, Penang, Malaysia",2011,"Ecotoxicology and Environmental Safety","","https://api.elsevier.com/content/article/eid/1-s2.0-S0147651311000650","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79958771090&origin=inward",7,"2026-01-04 11:54:28","Article","10.1016/j.ecoenv.2011.02.022","0147-6513","https://api.elsevier.com/content/abstract/scopus_id/79958771090",74,5,1195,1202,104,6.93,104,1,15,"","",""
17,"E. Arndt","Influence of beaver ponds on the Macroinvertebrate benthic community in Lowland Brooks",2011,"Polish Journal of Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864408119&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84864408119&origin=inward",86,"2026-01-04 11:54:28","Article","","1505-2249","https://api.elsevier.com/content/abstract/scopus_id/84864408119",59,4,799,811,17,1.13,17,1,15,"","",""
83,"M.T.K. Tsui","Influence of dissolved organic carbon on methylmercury bioavailability across minnesota stream ecosystems",2011,"Environmental Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960498062&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960498062&origin=inward",12,"2026-01-04 11:54:28","Article","10.1021/es200332f","0013-936X","https://api.elsevier.com/content/abstract/scopus_id/79960498062",45,14,5981,5987,83,5.53,83,1,15,"","",""
28,"R. Souto","Influence of environmental factors on benthic macroinvertebrate communities of urban streams in Vereda habitats, Central Brazil",2011,"Acta Limnologica Brasiliensia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859836031&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859836031&origin=inward",50,"2026-01-04 11:54:28","Article","10.1590/S2179-975X2012005000008","0102-6712","https://api.elsevier.com/content/abstract/scopus_id/84859836031",23,3,293,306,28,1.87,28,1,15,"","",""
31,"S. Hamid","Influence of substrate embeddedness and canopy cover on the distribution of Ephemeroptera, Plecoptera and Trichoptera (EPT) in tropical rivers",2011,"Aquatic Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858034730&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84858034730&origin=inward",43,"2026-01-04 11:54:28","Article","10.1080/01650424.2011.640940","0165-0424","https://api.elsevier.com/content/abstract/scopus_id/84858034730",33,4,281,292,31,2.07,31,1,15,"","",""
30,"K.J. Collier","Influences of catchment and corridor imperviousness on urban stream macroinvertebrate communities at multiple spatial scales",2011,"Hydrobiologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955800635&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955800635&origin=inward",48,"2026-01-04 11:54:28","Article","10.1007/s10750-010-0580-5","0018-8158","https://api.elsevier.com/content/abstract/scopus_id/79955800635",664,1,35,50,30,2.00,30,1,15,"","",""
7,"N. Harms","Insect herbivores of water stargrass (Heteranthera dubia) in the US",2011,"Journal of Freshwater Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=83155181984&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83155181984&origin=inward",142,"2026-01-04 11:54:28","Article","10.1080/02705060.2011.554217","0270-5060","https://api.elsevier.com/content/abstract/scopus_id/83155181984",26,2,185,194,7,0.47,7,1,15,"","",""
86,"S. Dolédec","Invertebrate community responses to land use at a broad spatial scale: Trait and taxonomic measures compared in New Zealand rivers",2011,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959933098&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959933098&origin=inward",11,"2026-01-04 11:54:28","Article","10.1111/j.1365-2427.2011.02597.x","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/79959933098",56,8,1670,1688,86,5.73,86,1,15,"","",""
0,"J. Parks","Invertebrate mesopredators are larger in streams with fish",2011,"Aquatic Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953737337&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79953737337&origin=inward",196,"2026-01-04 11:54:28","Article","10.1007/s10452-011-9350-3","1386-2588","https://api.elsevier.com/content/abstract/scopus_id/79953737337",45,2,243,253,0,0.00,0,1,15,"","",""
5,"V.F. Batista-Silva","Invertebrates associated to Eichhornea azurea Kunth in a lagoon of the Upper Paraná River: Composition, community attributes and influence of abiotic factors",2011,"Acta Limnologica Brasiliensia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864915098&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84864915098&origin=inward",158,"2026-01-04 11:54:28","Article","10.1590/s2179-975x2012005000016","0102-6712","https://api.elsevier.com/content/abstract/scopus_id/84864915098",23,4,376,385,5,0.33,5,1,15,"","",""
22,"A. Wang","Iridium-catalyzed asymmetric hydrogenation of unfunctionalized, trialkyl-substituted olefins",2011,"Chemistry an Asian Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79251469078&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79251469078&origin=inward",71,"2026-01-04 11:54:28","Article","10.1002/asia.201000595","1861-4728","https://api.elsevier.com/content/abstract/scopus_id/79251469078",6,2,599,606,22,1.47,22,1,15,"","",""
7,"R.W. Summers","Lake characteristics and their selection by breeding Slavonian Grebes Podiceps auritus in Scotland",2011,"Bird Study","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961082594&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79961082594&origin=inward",136,"2026-01-04 11:54:28","Article","10.1080/00063657.2011.585630","0006-3657","https://api.elsevier.com/content/abstract/scopus_id/79961082594",58,3,349,356,7,0.47,7,1,15,"","",""
38,"M. Kučinić","Larval description, genetic and ecological features of Drusus radovanovici radovanovici Marinković-Gospodnetić, 1971 (Trichoptera, Limnephilidae) with some phylogenetic and taxonomic data on the bosnicus group in the Balkan Peninsula",2011,"Deutsche Entomologische Zeitschrift","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79957530488&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79957530488&origin=inward",36,"2026-01-04 11:54:28","Article","10.1002/mmnd.201100010","1435-1951","https://api.elsevier.com/content/abstract/scopus_id/79957530488",58,1,135,153,38,2.53,38,1,15,"","",""
15,"P. Oberrisser","Larval salamanders and diel drift patterns of aquatic invertebrates in an Austrian stream",2011,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79954759452&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79954759452&origin=inward",96,"2026-01-04 11:54:28","Article","10.1111/j.1365-2427.2010.02559.x","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/79954759452",56,6,1147,1159,15,1.00,15,1,15,"","",""
24,"R.W. Scott","Latitudinal gradients and local control of aquatic insect richness in a large river system in northern Canada",2011,"Journal of the North American Benthological Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960205980&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960205980&origin=inward",64,"2026-01-04 11:54:28","Review","10.1899/10-112.1","0887-3593","https://api.elsevier.com/content/abstract/scopus_id/79960205980",30,3,621,634,24,1.60,24,1,15,"","",""
3,"S.D. Smyers","Leaf diet affects growth of a shredder, Limnephilus indivisus, from a seasonal New England pond",2011,"Northeastern Naturalist","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955373234&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955373234&origin=inward",172,"2026-01-04 11:54:28","Article","10.1656/045.018.0103","1092-6194","https://api.elsevier.com/content/abstract/scopus_id/79955373234",18,1,27,36,3,0.20,3,1,15,"","",""
13,"H. Walpola","Leaf Litter Decomposition of Three Riparian Tree Species and Associated Macroinvertebrates of Eswathu Oya, a Low Order Tropical Stream in Sri Lanka",2011,"International Review of Hydrobiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951740568&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951740568&origin=inward",107,"2026-01-04 11:54:28","Article","10.1002/iroh.201011248","1434-2944","https://api.elsevier.com/content/abstract/scopus_id/79951740568",96,1,90,104,13,0.87,13,1,15,"","",""
